work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
831794,you follow me everywhere that i go,['perhapswewillsetfiretothesky'],Not Rated,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Sleeping Together, Fluff and Angst, Nightmares",English,6/6/13,Completed,8/3/13,"2,152",5-May,7,113,7,"1,564"
831470,Less Miserables,['cruisedirector'],Teen And Up Audiences,M/M,"Les Misérables - Schönberg/Boublil, Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Victor Hugo","Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy","Inspector Javert, Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Drabble, Reunions, Police, Kissing, Middle Aged Virgins, Religion, Unrequited Lust, Denial, Parents & Children, Regret",English,6/5/13,Completed,7/9/13,900,9-Sep,26,103,2,"2,257"
830729,To Eat and Still Hunger,['orphan_account'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Food, Unresolved Sexual Tension, Character Death Fix",English,6/5/13,Completed,6/5/13,"2,639",1-Jan,7,78,6,"1,289"
830706,"Rough Hands, Gentle Heart",['orphan_account'],Explicit,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","First Time, Fluff, Roughhousing, Character Death Fix",English,6/5/13,Completed,6/5/13,"3,070",1-Jan,23,322,30,"3,698"
830510,all the short things i don't want to invest the effort to title,['knowyourwayinthedark'],Mature,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean, Javert/Montparnasse, Montparnasse/Gavroche Thénardier","Jean Valjean, Inspector Javert, Montparnasse (Les Misérables), Gavroche Thénardier","Ficlet Collection, Three sentence fics, Alternate Universe - Potoos, Reluctant Sadist, and some stuff that I have no idea how to tag, who the heck knows, Bondage, Collars, Telepathy, Handcuffed Together",English,6/5/13,Updated,9/21/13,"2,834",10/?,39,71,1,"1,473"
829460,A Wolf in New Clothing,['voksen'],Explicit,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Clothing Kink, Kink Meme, Frottage, Hand Jobs, Identity Porn, Madeleine Era, Dubious Consent Due To Identity Issues, Sexual Tension, et vla ma culotte, Illustrated",English,6/5/13,Completed,6/5/13,"15,174",1-Jan,47,415,78,"8,492"
829304,His Paradise,['scarlett_knecht_miserables'],Explicit,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Jean Valjean (Jackman), Inspector Javert (Crowe), Cosette Fauchelevent, Enjolras (Les Misérables), Grantaire (Les Misérables)","My First Work in This Fandom, Romance, I Don't Even Know, Alternate Universe - Modern Setting, Gay Bar, Gay Daddys, yay, I hope tumblr likes this, this isnt very hard to write but its fun",English,6/4/13,Completed,8/5/13,"7,505",9-Sep,7,62,11,"2,418"
828711,Tropique,['ConstanceComment'],General Audiences,"F/M, M/M, Multi","Les Misérables - All Media Types, Les Misérables - Victor Hugo","Fantine/Jean Valjean, Fantine/Javert, Javert/Jean Valjean, Fantine/Javert/Jean Valjean","Jean Valjean, Inspector Javert, Fantine (Les Misérables)","I'm Sorry Victor Hugo, I Don't Even Know, Alternate Universe - Supernatural, Alternate Universe - Modern Setting, Aggressively 80s Disco Music, Polyamory, OT3, Phone Calls & Telephones, Jean Valjean is bad at phone sex, Dialogue Heavy",English,6/3/13,Completed,6/3/13,"2,430",1-Jan,8,64,null,"1,175"
828298,while i'm alive i'll feel alive,['perhapswewillsetfiretothesky'],Not Rated,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Fluff, Post-Coital Cuddling",English,6/3/13,Completed,6/3/13,456,1-Jan,4,103,7,"1,481"
828247,With Justice in our Hands,['orphan_account'],Mature,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Masturbation, javert pulls a marius and is creepy about valjean's handkerchief, that's it that's the fic, seriously really only works with crowe!javert, Plot What Plot/Porn Without Plot, Madeleine Era, Identity Porn, Fantasizing",English,6/3/13,Completed,6/3/13,"1,080",1-Jan,2,71,3,"1,275"
827298,Beyond the Bliss of Dreams,['Katbelle'],Teen And Up Audiences,Multi,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Victor Hugo","Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy","Marius Pontmercy, Inspector Javert, Jean Valjean","Drinking, Drinking & Talking, Arguing, Fluff and Angst, Dragging out issues of the past twenty years, Wine was a bad idea whoops need more wine, This was supposed to be funny and it's not, This is a very not-happy piece, Author is sorry not sorry, These things happen only to Marius, Stargazing, Alternate Universe - Canon Divergence, Character Death Fix, Movie/Brick Fusion",English,6/2/13,Completed,6/13/13,"8,141",2-Feb,44,223,23,"3,690"
826968,let me be part of you while i still can,['perhapswewillsetfiretothesky'],Not Rated,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Fluff, Post-Seine",English,6/2/13,Completed,6/2/13,443,1-Jan,3,103,7,"1,525"
826935,La Bête Noire,['thelilnan'],Mature,"Gen, M/M","Les Misérables - All Media Types, Les Misérables (2012)",Javert/Jean Valjean,"Inspector Javert, Jean Valjean, M. Thénardier, Cosette Fauchelevent, Marius Pontmercy","Alternate Universe - Canon Divergence, Slow Build, Slow Burn, Fights, Arguing, Conspiracy, Teasing, Other Additional Tags to Be Added, Awkwardness, Mentions of Suicide",English,6/2/13,Updated,11/22/13,"15,977",9/?,28,80,12,"2,336"
824700,we leave not our sins behind,['drcalvin'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables (2012)","Javert/M. Thénardier, Javert/Montparnasse, Javert/Claquesous, Javert/Babet, Javert/Mme. Thénardier, Javert/Jean Valjean","Inspector Javert (Crowe), Thénardiers, Monsieur Madeleine, Patron-Minette, Montparnasse (Les Misérables), Claquesous (Les Misérables)","Is everyone here a criminal? Probably yes, dub-con, Alley Sex, One-sided desire, conflicting emotions, Bad Ideas, Internalized Homophobia, Pining",English,5/31/13,Completed,5/31/13,"4,382",1-Jan,19,81,8,"1,817"
824600,The Eye of the Storm,['Icarus5800'],General Audiences,"Gen, M/M",Les Misérables - Victor Hugo,"Javert/Jean Valjean, Javert & Jean Valjean, Jean Valjean & Marius Pontmercy","Inspector Javert, Jean Valjean, Marius Pontmercy","You know how Marius almost intervened to save Javert's life on the barricades?, I tried to explore that idea, And it turned out way longer than I wished, And way worse",English,5/31/13,Completed,5/31/13,"2,311",1-Jan,12,133,11,"1,834"
824254,A Greater Monster or Miracle,['Cinaed'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Alternate Universe - Fusion, Suicidal Thoughts, Threats of Violence",English,5/31/13,Completed,5/31/13,960,1-Jan,4,69,4,"1,004"
823936,"Crime and Punishment and - Wait, What Are You Doing?",['Ange_de_la_Mort'],Explicit,M/M,Les Misérables (2012),Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Madeleine Era, Public Humiliation, Pillory, Identity Porn, Rimming, Anal Fingering, Dubious Consent",English,5/30/13,Completed,5/30/13,"6,580",1-Jan,2,289,40,"9,247"
823147,The Firmaments (of Sun),['SilverBird13'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Victor Hugo",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Alternate Universe - College/University, They're Still in France, Javert's an RA, and an Astronomy major, this is fluff and porn, and flirting, handjobs, Porn With Plot, Brick!Javert you sassy wonder, Valjean the Awkward Bad Boy",English,5/30/13,Completed,5/30/13,"2,048",1-Jan,5,125,6,"1,730"
821902,How Much I Love the Maiden (That You've Known of Late),['SilverBird13'],Teen And Up Audiences,F/F,"Les Misérables (2012), Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo","Javert/Jean Valjean, fem!Javert/fem!Valjean","Inspector Javert, Jean Valjean, fem!Javert, fem!valjean","Rule 63, Comfort and flirting and fluff, and a cryptid, Wolves, Post-Seine",English,5/29/13,Completed,5/29/13,521,1-Jan,null,30,null,731
821342,Don’t Call Me Cinderella,['LoveKhaleesi'],Teen And Up Audiences,"F/M, M/M","Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo","Enjolras/Grantaire, Courfeyrac/Éponine Thénardier, Javert/Jean Valjean","Courfeyrac (Les Misérables), Enjolras (Les Misérables), Grantaire (Les Misérables), Éponine Thénardier, Combeferre (Les Misérables), Jean ""Jehan"" Prouvaire, Bahorel (Les Misérables), Feuilly (Les Misérables), Marius Pontmercy, Bossuet Laigle, Joly (Les Misérables), Jean Valjean, Fantine (Les Misérables), Javert (Les Misérables)","alternate universe - princess diaries au, Drinking Games, Sexual Tension, courfeyrac is two four six oh done with enjolras and grantaire's shit",English,5/28/13,Updated,6/6/16,"17,719",5/?,171,720,110,"13,517"
820054,Therapy Session,['RandomRyu'],Teen And Up Audiences,,Les Misérables (2012),"Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy","Inspector Javert, Jean Valjean, Cosette Fauchelevent","Therapy, Angst, Psychological Trauma, Mentions of Character Death, References to Suicide, References to Abuse, References to Past Child Abuse, Trigger Warnings, Cosette Fauchelevent - Freeform, Jean Valjean - Freeform, Adoption",English,5/27/13,Completed,5/27/13,"4,012",1-Jan,2,36,1,983
819421,The Talk,['RandomRyu'],Teen And Up Audiences,,Les Misérables (2012),Javert/Jean Valjean,"Inspector Javert, Jean Valjean, Cosette Fauchelevent","Jean Valjean - Freeform, Inspector Javert - Freeform, Alternate Universe - Modern Setting, Humor, Or attempt at humor lmao, The Talk, the birds and the bees",English,5/27/13,Completed,5/27/13,536,1-Jan,2,101,5,"1,735"
819399,Through The Bars,['RandomRyu'],Explicit,M/M,Les Misérables (2012),Javert/Jean Valjean,"Inspector Javert, Inspector Javert (Crowe), Jean Valjean, Jean Valjean (Jackman)","valvert - Freeform, Jean Valjean - Freeform, Inspector Javert - Freeform, blowjob, Roughness, Oral Sex, Prison Sex, Plot What Plot/Porn Without Plot",English,5/27/13,Completed,5/27/13,699,1-Jan,2,80,10,"2,650"
818910,Still Trying to Win,['ConstanceComment'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Victor Hugo",Javert/Jean Valjean,"Jean Valjean, Inspector Javert","Literary References & Allusions, Fever, Caretaking, Nightmares, Major Character Injury, Shaving, Unresolved Sexual Tension, Hurt/Comfort, Resolved Sexual Tension, Loss of Virginity, Fix-It, The Author Has Never Written Porn Before, Middle Aged Virgins, Religious Imagery & Symbolism, Alternate Universe - Javert Survives, Alternate Universe - Book/Movie Fusion, Things Get Intense And They Do It",English,5/27/13,Completed,6/11/13,"16,340",3-Mar,38,307,33,"5,769"
818533,The Fish and the Bird,['m_madeleine'],Mature,M/M,"Les Misérables (2012), Les Misérables - All Media Types",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","animal people AU, Suicide Attempt, Fix-It, Merman Valjean, Winged Javert, animal people having sex",English,5/26/13,Completed,5/26/13,"3,266",1-Jan,9,173,28,"1,949"
816254,It's for the Best,['orphan_account'],Teen And Up Audiences,"F/M, M/M","Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo","Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy","Inspector Javert, Jean Valjean, Marius Pontmercy, Cosette Fauchelevent, More to come - Character","Community: makinghugospin, Kink Meme, Established Relationship, Secret Relationship, Middle Aged Virgins, Javert Dislikes Marius, Alternate Universe - Javert Survives, Alternate Universe - Canon Divergence, Snarky Javert, Marius is an idiot, Ridiculous, Attempting to hide a relationship from your daughter is harder than it looks, Don't Examine This Too Closely, Post-Seine, Not Beta Read, Javert and Valjean go to really stupid lengths to hide their relationship, Victor Hugo would totally ship Valjean/Javert, Hopefully not OOC, I'm going by the film because I cannot find my brick, But there will be book elements, there may be fluff, but I'm the most emotionally constipated person I know, so no promises, What Have I Done, SWEET JESUS WHAT HAVE I DONE, I'm sorry tag wranglers, Innuendo, BAD JAVERT BAD, Bad Puns",English,5/24/13,Updated,5/27/13,"2,427",2/?,10,50,6,"1,413"
814979,Intuition,['Chrissy24601'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil","Javert/Jean Valjean, Javert & Jean Valjean","Inspector Javert, Jean Valjean","Seine-fic, Valjean's kisses are magic, angsty fluff, Fluffy Angst, And a happy ending, AU-fix-it",English,5/23/13,Completed,5/23/13,"2,364",1-Jan,10,309,41,"4,044"
813438,Show Me Heaven,['Chrissy24601'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil","Javert/Jean Valjean, Javert & Jean Valjean","Inspector Javert, Jean Valjean","Post-Seine, not exactly a fix-it, But Javert is still there, Ghost Sex, Bit of angst but, Surprisingly Fluffy",English,5/22/13,Completed,5/22/13,"4,090",1-Jan,16,369,51,"4,026"
813405,Doux Anniversaire,['cruisedirector'],Teen And Up Audiences,M/M,"Les Misérables - Schönberg/Boublil, Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Victor Hugo",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Romantic Comedy, Established Relationship, Alternate Universe - Javert Survives, Food, Birthday Party, Dessert & Sweets, Enemies to Friends to Lovers, Astronomy, Flirting, Birthday",English,5/22/13,Completed,5/22/13,911,1-Jan,30,198,19,"2,292"
813390,Baby Think It Over,['orphan_account'],General Audiences,"Gen, M/M, F/F",Les Misérables - All Media Types,"Cosette Fauchelevent/Éponine Thénardier, Javert/Jean Valjean","Cosette Fauchelevent, Jean Valjean, Inspector Javert, Marius Pontmercy, Grantaire (Les Misérables), Éponine Thénardier","Kidfic, kind of?, so much for theme series naming oops, Fluff, pure fluff as usual, Alternate Universe - Modern Setting, High School, Established Relationship",English,5/22/13,Completed,5/22/13,"4,015",1-Jan,6,199,7,"3,087"
813281,Paris Loves Lovers,['Magnetism_bind'],Not Rated,M/M,Les Misérables (2012),Javert/Jean Valjean,"Javert, Jean Valjean, Cosette","Fluff, Romance, Happy Ending, Domestic, Modern AU",English,5/22/13,Completed,5/22/13,"1,696",1-Jan,7,200,12,"2,634"
813207,awake and feel the ache,['knowyourwayinthedark'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Jean Valjean, Inspector Javert","Backrubs, Massage, Middle Aged Virgins, Alternate Universe - Javert Survives, Multi-Era",English,5/23/13,Completed,5/23/13,"6,013",5-May,25,277,49,"3,727"
811918,Secret Society,['cruisedirector'],Explicit,M/M,"Les Misérables - Schönberg/Boublil, Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Victor Hugo",Javert/Jean Valjean,"Inspector Javert, Jean Valjean, Grantaire (Les Misérables), Original Male Character(s)","Sex Club, Pseudonyms, Middle Aged Virgins, First Time, Oral Sex, Making Love, Reunions, Fluff and Crack, Dom/sub Undertones, Orgasm Delay/Denial, Developing Relationship, Communication Failure, Career Change, Eventual Happy Ending, Strength Kink, Lube, Enthusiastic Consent, Falling In Love, Secret Identity, Disguise, Tickling, Misunderstandings, Love Changes Everything",English,5/21/13,Completed,9/30/13,"17,579",3-Mar,72,450,59,"9,174"
809651,Right and Proper,['Miss M (missm)'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Alternate Universe - Canon Divergence, Alternate Universe - Javert Survives, Hurt/Comfort, Established Relationship, Schmoop",English,5/19/13,Completed,5/19/13,"2,462",1-Jan,36,248,42,"3,680"
808129,Earthquake of the Soul,['Chrissy24601'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil","Javert & Jean Valjean, Javert/Jean Valjean","Inspector Javert, Jean Valjean","Angst, Panic Attack, Heartbreak, I really do feel sorry for him...",English,5/18/13,Completed,5/18/13,"3,522",1-Jan,7,113,11,"1,821"
808103,Better Suited,['Chrissy24601'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil","Javert/Jean Valjean, Javert & Jean Valjean","Inspector Javert, Inspector Javert (Quast), Jean Valjean","Suits, Suit Porn, Formalwear, Madeleine oggles Javert wearing a hot new suit, To which Javert is not particularly adverse, Oozing UST, Now with additional smut, Clothes Porn, top!Javert",English,5/18/13,Completed,5/20/13,"6,106",2-Feb,33,214,25,"5,183"
807286,Dog on the Run,['stephantom'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables (2012), Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Jean Valjean, Inspector Javert","Alternate Universe - Canon Divergence, Toulon Era, Highly Implausible Camping Trip, Ethical Dilemmas, Hostage Situations",English,5/18/13,Updated,9/3/14,"17,973",8-Jul,105,270,29,"4,694"
806362,The Women (The Bedroom Hymns),['SilverBird13'],Mature,F/F,"Les Misérables - All Media Types, Les Misérables (2012)","Javert/Jean Valjean, fem!Javert/fem!Valjean","Jean Valjean, Inspector Javert, fem!valjean, fem!Javert","Rule 63, Valjean's the world's most gentle dom, Javert's still sassy, and tops from the bottom as usual, Fingerfucking, PWP, power dynamics in lesbian relationships, Fluffy/Hot?, Light Bondage",English,5/17/13,Completed,5/17/13,890,1-Jan,2,68,4,"1,526"
803608,Brevity is the Soul of Wit,['Icarus5800'],Mature,"Gen, M/M, Other","Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables (2012), Les Misérables - Schönberg/Boublil","Javert/Jean Valjean, Javert & Jean Valjean, Enjolras/Grantaire, Enjolras & Grantaire, Père Fauchelevent/Jean Valjean, Père Fauchelevent & Jean Valjean, Javert/Javert, Madeleine/Javert's Hair","Jean Valjean, Inspector Javert, Grantaire (Les Misérables), Enjolras (Les Misérables), Père Fauchelevent","Alternate Universe, Tumblr Ask Box Fic, Really really weird AUs, Collected on AO3 for my personal reference only, Telepath AU, Dinosaur AU, Bakery AU, Space AU, Cowboy AU, Steampunk AU, Javert Selfcest, hairporn",English,5/14/13,Updated,6/2/13,"1,098",8/?,6,44,2,"1,082"
803470,A Slightly Different Point of View ...,['cuphugaddict'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Inspector Javert, Jean Valjean, Gymont","Madeleine Era, a horse's point of view, Fluff, Prompt Fill, Comedy Elements",English,5/14/13,Completed,5/14/13,"2,816",1-Jan,17,119,7,"1,741"
803207,正义迷情 （The Ecstasies of Justice）,['yayachris'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Translation, 中文翻译, Fluff and Crack, Gratuitous Smut, Porn, Romance, Established Relationship, Writing, Spanking, Kitchen Sex, Dirty Talk, Prison, Fantasizing, Alternate Universe - Javert Survives, Books, Erotica, Quotations, Parody, Punishment",中文-普通话 國語,5/14/13,Completed,5/14/13,"6,004",1-Jan,1,53,7,"2,147"
803149,Acts of Mercy,"['cruisedirector', 'Dementordelta']",Mature,M/M,"Les Misérables - Schönberg/Boublil, Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Victor Hugo",Javert/Jean Valjean,"Inspector Javert, Jean Valjean, Cosette Fauchelevent, Marius Pontmercy, Éponine Thénardier, M. Thénardier, Gavroche Thénardier, Enjolras (Les Misérables), Original Female Character(s), Original Child Character(s), Montparnasse (Les Misérables), Original Male Character(s)","Alternate Universe - Canon Divergence, Brothels, Poverty, Parents & Children, Murder, Prostitution, French Characters, Rebellion, Revolutionaries, Falling In Love, Intimacy, Sexual Content, Sexual Violence, Middle Aged Virgins, Minor Cosette Fauchelevent/Marius Pontmercy, Weddings, Police, Law Enforcement, Career Change, Teaching, Alternate Universe - Javert Survives, Crimes & Criminals, Childhood, Implied/Referenced Rape/Non-con, Corruption, First Love, First Time, Families of Choice",English,5/14/13,Completed,6/17/13,"49,629",12-Dec,240,"1,077",274,"17,569"
803109,"The Crouched, Parched Heart Like a Tiger Ready to Kill",['Cinaed'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Alternate Universe - Movie Fusion, Unresolved Sexual Tension, Background Marius/Cosette - Freeform",English,5/14/13,Completed,5/14/13,849,1-Jan,5,73,3,"1,280"
802726,Fools (Wise Men),['SilverBird13'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Inspector Javert, Jean Valjean, Javert takes the place of Cmdr. Harbison","South Pacific, AU, Drabble, Sexual Tension, ALL the UST",English,5/14/13,Completed,5/14/13,192,1-Jan,null,9,null,393
801144,that ourselves know not what it is,['voksen'],Mature,M/M,"Les Misérables (2012), Les Misérables - All Media Types",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","3 Sentence Fiction, Tumblr Ask Box Fic, grammar what grammar, Punish Me M. le Maire",English,5/13/13,Completed,5/13/13,362,1-Jan,10,99,1,"1,610"
800683,Parks and Revolution,['Cinaed'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Alternate Universe - Fusion, Exes, Tension",English,5/12/13,Completed,5/12/13,409,1-Jan,6,48,2,"1,003"
799198,Under The Uniform,['ancient_new_box (soaracrossthesky)'],Explicit,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Kink Meme, Nipple Play, Clothed Sex, well not exactly, but very close to it anyway, Javert Comes In His Trousers, Valjean comes in his trousers too, Madeleine Era, author's first attempt at porn, would not recommend, PWP, Plot What Plot/Porn Without Plot, undertones of identity porn, slightly dub-con, though Javert is definitely not complaining, Dirty Talk, D/s",English,5/11/13,Completed,5/11/13,"1,151",1-Jan,13,226,9,"4,830"
798700,Covers (The Weight of Poise),['SilverBird13'],Mature,F/F,"Les Misérables (2012), Les Misérables - All Media Types","Javert/Jean Valjean, fem!Javert/fem!Valjean","Inspector Javert, Jean Valjean, AO3 says Jeanne Valjean's a character but I'm assuming they mean Valjean's sister, so 63!Valjean, 63!Javert","PWP, Fluff and Hurt/Comfort, Menopause, Non-Graphic Period Sex, Rule 63, Javert is sassy, nurse!Valjean, Post-Seine, Femslash",English,5/11/13,Completed,5/11/13,902,1-Jan,2,47,1,"1,162"
798011,5 Cats Javert Brought Home and the 1 Valjean Gave Him,['oberynmartell'],Teen And Up Audiences,,"Les Misérables - All Media Types, Les Misérables (2012)","Javert/Jean Valjean, valvert","Jean Valjean, Inspector Javert, Inspector Javert (Crowe), Jean Valjean (Jackman)","5+1 Things, Cats, Fluff, Fluff and Angst",English,5/10/13,Completed,5/10/13,"3,856",1-Jan,18,220,19,"2,466"
790861,Six-Fingered Man,['ConstanceComment'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables (2012)",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Kink Meme, 5+1 Things, Angst, Communication Failure, Literary References & Allusions, Community: makinghugospin, Pacing? What Pacing?, Suicide Attempt, CPR - Crusty Protracted and Rancid, Resuscitation, The Author Is A Lifeguard, First Aid, Alternate Universe - Javert Survives, Alternate Universe - Book/Movie Fusion, Medical Accuracy, Hurt/Comfort",English,5/9/13,Completed,5/10/13,"6,379",2-Feb,43,392,34,"6,620"
790692,The Law Is Mocked,['ancient_new_box (soaracrossthesky)'],Teen And Up Audiences,M/M,"Les Misérables (2012), Les Misérables - All Media Types",Javert/Jean Valjean,"Inspector Javert, Jean Valjean, Random Citizens","5+1 Things, Madeleine Era, Kink Meme, Javert gets insulted, Javert is late, shocker I know, I did not think he could be late myself, why am I even writing that in my tags, rated teen for a bit of strong language, everyone knows about Javert's not-so-secret crush, and everyone ships it, even a priest",English,5/9/13,Completed,5/9/13,"2,896",1-Jan,11,342,33,"3,747"
790384,Relapse,['iamee'],Explicit,M/M,Les Misérables (2012),Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Unresolved Sexual Tension, Sex Pollen, Angst, Resolved Sexual Tension, First Time, Oral Sex, Talking, Alternate Universe - Canon Divergence, Middle Aged Virgins, Emotional Porn, Porn With Plot, Feelings, inner conflict, Follow-up, Kink Meme, A little Dub-Con",English,5/9/13,Completed,5/9/13,"10,727",1-Jan,14,229,29,"4,852"
789836,Tetris,['chapstickaddict'],Mature,"F/M, M/M, Multi","Les Misérables - All Media Types, Les Misérables (2012)","Enjolras/Grantaire, Cosette Fauchelevent/Marius Pontmercy, Joly/Bossuet Laigle/Musichetta, background Javert/Valjean, pre-relationship Courfeyrac/Jehan, pre-relationship Combeferre/Eponine, past Felix/Fantine, past Valjean/Fantine","Enjolras (Les Misérables), Grantaire (Les Misérables), Cosette Fauchelevent, Marius Pontmercy, Courfeyrac (Les Misérables), Combeferre (Les Misérables), Jean ""Jehan"" Prouvaire, Éponine Thénardier, Musichetta (Les Misérables), Joly (Les Misérables), Bahorel (Les Misérables), Feuilly (Les Misérables), Bossuet Laigle, Jean Valjean, Inspector Javert, Fantine (Les Misérables), Félix Tholomyès, Lamarque, Gavroche Thénardier, Les Amis de l'ABC, really i tapped everyone from the cannon at one point or another","Alternate Universe - Modern Setting, kink meme fill, I just want them to be happy, minor OC character death, but it happens off screen, side lecture on art history in the 1920s, horrible parenting techniques, Minor Oc Characters, musichetta may secretly be the devil, fun with tasers",English,5/8/13,Completed,5/26/13,"33,086",2-Feb,40,513,140,"10,696"
789695,Clockwork,['sir'],Explicit,M/M,"Les Misérables (2012), Les Misérables - All Media Types",Javert/Jean Valjean,"Inspector Javert, Jean Valjean",Somnophilia,English,5/8/13,Completed,5/8/13,"1,335",1-Jan,1,68,9,"3,075"
789552,The Lap of the Law,['NahaFlowers'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables (2012)",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","Madeleine Era, Lapdance, kinkmeme fill, dubcon due to identity issues, M-sur-M, is it modern au or canon era?, Nobody knows, slightly angsty ending, Javert comes in his pants, I think that's a recurring theme with me, Madeleine wearing makeup a short skirt fishnet tights and not a lot else, Plot What Plot/Porn Without Plot",English,5/8/13,Completed,5/8/13,"2,364",1-Jan,null,74,4,"1,492"
788697,Love Thy Enemy,['Icarus5800'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Inspector Javert, Jean Valjean","First Time, handjobs, Alley Sex, Intensity, UST, RST, Old Virgins Being Dumb, Abuse of Metaphors and Adjectives, Weird Mixture of All Canons, Oops",English,5/8/13,Completed,5/8/13,"2,641",1-Jan,9,115,8,"1,515"
788479,Five times seen and once spied on,['drcalvin'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Inspector Javert, Jean Valjean, Sister Simplice, Combeferre (Les Misérables)","5 Times, Accidental Voyeurism, Voyeurism, No graphic sex, 5+1 Things, Movie and Brick canon mixed in a blender, giftfic",English,5/7/13,Completed,5/7/13,"3,363",1-Jan,3,152,12,"2,533"
788244,宛如雷声,"['asukaJude', 'thelilnan']",Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables (2012)",Javert/Jean Valjean,"Inspector Javert, Jean Valjean",中文翻译 | Translation in Chinese,中文-普通话 國語,5/7/13,Completed,5/7/13,"1,005",1-Jan,1,13,1,889
